accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled,churn
15,5.13417466,77.0126199,Basic,Credit card,No,Both,Yes,Tablet,28.0283465,119.8902013,42,Drama,2.318636068,9,Female,11,No,Yes,0
75,5.303264571,397.7448428,Basic,Electronic check,Yes,Movies,Yes,Tablet,12.93153698,91.58041338,16,Drama,3.260740659,6,Female,12,Yes,Yes,0
3,7.78455333,23.35365999,Standard,Mailed check,No,Both,No,Computer,15.81893006,121.0448154,14,Sci-Fi,4.720850969,2,Male,10,No,No,0
2,9.183467886,18.36693577,Standard,Mailed check,No,Both,No,Mobile,35.53100505,22.28443884,16,Action,1.27547089,0,Male,20,No,No,0
86,5.401405328,464.5208582,Premium,Bank transfer,Yes,Both,No,Tablet,8.200244396,163.7494353,25,Action,4.790527868,0,Male,3,Yes,No,0
102,5.503410065,561.3478266,Premium,Bank transfer,Yes,Both,Yes,Mobile,34.62170962,34.88129497,11,Fantasy,2.458601634,7,Male,21,No,Yes,0
10,13.57873972,135.7873972,Standard,Mailed check,No,TV Shows,No,Computer,28.03136388,103.4433774,28,Comedy,3.737127907,8,Female,23,No,Yes,0
99,8.412581873,832.8456055,Standard,Mailed check,No,Movies,No,Mobile,32.25424939,124.4883862,5,Drama,3.686560952,0,Female,1,No,Yes,0
104,14.9341701,1553.15369,Standard,Electronic check,No,Both,Yes,TV,2.708784814,89.26704768,40,Comedy,2.611006028,7,Male,14,No,No,0
73,16.92064454,1235.207051,Premium,Mailed check,Yes,Both,No,Mobile,26.39478722,107.3709185,22,Sci-Fi,4.042771721,1,Female,17,No,No,0
112,9.743359651,1091.256281,Premium,Bank transfer,Yes,Movies,Yes,Mobile,29.36576891,159.8627212,5,Comedy,1.265423148,3,Male,1,Yes,No,0
83,6.579235633,546.0765576,Premium,Bank transfer,Yes,Movies,Yes,Tablet,9.723070248,126.497091,8,Comedy,1.482871655,1,Male,24,No,No,0
113,6.071544245,686.0844997,Basic,Electronic check,No,Both,No,Mobile,11.74395597,51.44628285,49,Sci-Fi,2.503766613,4,Female,23,No,No,0
13,9.732046729,126.5166075,Basic,Credit card,No,Movies,No,Mobile,20.19395085,108.0990469,32,Drama,1.578852349,0,Female,4,Yes,No,1
31,9.222189051,285.8878606,Standard,Credit card,Yes,Both,No,Tablet,10.37762475,126.0106772,13,Sci-Fi,4.951584051,3,Female,24,Yes,Yes,1
26,7.282286265,189.3394429,Basic,Mailed check,No,Movies,Yes,Computer,33.69066413,142.6982016,0,Drama,1.727921925,0,Female,3,Yes,Yes,0
33,8.309526568,274.2143767,Premium,Electronic check,No,Movies,No,Computer,10.50786559,75.88664828,8,Sci-Fi,4.458061773,7,Male,20,No,Yes,0
91,9.252240345,841.9538714,Standard,Credit card,Yes,Movies,No,Mobile,20.8610838,7.148979515,20,Fantasy,3.871386333,0,Male,6,No,No,0
54,16.58777346,895.7397671,Basic,Mailed check,Yes,TV Shows,No,Computer,34.3015994,111.0596253,16,Sci-Fi,1.142921795,8,Female,12,No,Yes,0
100,13.84220056,1384.220056,Standard,Mailed check,Yes,Both,Yes,Mobile,27.70428728,100.3526896,1,Fantasy,2.383219827,8,Female,10,No,No,0
3,13.47731708,40.43195124,Standard,Electronic check,No,TV Shows,No,Computer,7.32885889,50.34440734,11,Sci-Fi,4.251309454,9,Female,3,No,Yes,1
27,10.88866061,293.9938365,Premium,Credit card,No,TV Shows,Yes,Mobile,17.21136718,86.16622291,24,Drama,4.768620516,5,Female,11,No,No,0
51,17.39752139,887.273591,Standard,Credit card,No,Movies,Yes,Tablet,24.80018933,40.92093995,39,Drama,3.019899047,3,Female,1,No,No,0
96,16.05271557,1541.060695,Premium,Electronic check,No,Movies,Yes,TV,11.26508266,93.55547978,12,Comedy,1.3006947,4,Female,7,Yes,No,0
71,7.926134137,562.7555237,Premium,Credit card,No,Both,Yes,TV,28.63690967,91.71050059,10,Comedy,2.077209521,1,Male,7,No,No,0
119,19.70314206,2344.673905,Basic,Credit card,No,Movies,Yes,Mobile,25.94076305,68.90000581,22,Fantasy,2.697506611,5,Female,19,Yes,No,0
105,11.085497,1163.977185,Premium,Bank transfer,Yes,Movies,Yes,TV,15.74573554,88.24093145,49,Sci-Fi,1.105794336,8,Female,5,Yes,No,0
42,18.70728533,785.705984,Premium,Electronic check,No,TV Shows,No,Mobile,38.18142661,20.93864072,31,Drama,2.616650325,2,Female,6,Yes,Yes,0
51,9.19032601,468.7066265,Standard,Bank transfer,No,Movies,Yes,Mobile,26.02728489,19.17218588,36,Comedy,1.366837488,1,Female,17,Yes,No,0
14,7.277890524,101.8904673,Premium,Electronic check,Yes,Both,No,Mobile,16.09199225,167.3237401,30,Action,3.469638805,5,Female,11,Yes,Yes,0
101,8.223571011,830.5806721,Basic,Electronic check,No,Movies,Yes,Computer,3.154912159,174.0805962,19,Action,2.036971735,0,Female,13,No,No,0
57,18.17033326,1035.708996,Basic,Electronic check,No,TV Shows,No,TV,26.73191409,150.8812774,23,Comedy,2.546713102,9,Male,5,No,Yes,0
8,14.50246509,116.0197207,Standard,Credit card,Yes,Both,Yes,Tablet,12.87547169,75.1286344,4,Fantasy,1.16920951,2,Male,13,Yes,No,1
63,15.20408496,957.8573527,Standard,Mailed check,Yes,Both,Yes,TV,18.66041716,102.0781158,2,Drama,4.023896367,0,Female,15,Yes,No,0
82,17.65993971,1448.115056,Basic,Credit card,No,Both,Yes,Tablet,4.374050034,35.11341838,17,Comedy,4.240693124,5,Female,10,No,No,0
68,13.99565314,951.7044138,Premium,Mailed check,No,Movies,No,Tablet,27.80190316,68.94242305,26,Action,1.602616047,7,Male,21,Yes,Yes,0
82,16.75017054,1373.513984,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,6.490821454,98.34219852,10,Sci-Fi,3.539880872,9,Male,11,No,Yes,0
79,12.88509081,1017.922174,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,5.236513751,50.43244259,33,Drama,4.181701449,6,Female,6,No,Yes,1
107,15.43307948,1651.339504,Basic,Bank transfer,Yes,Movies,No,Computer,6.437112061,154.8909179,10,Drama,4.533862983,7,Male,6,Yes,No,0
25,17.14908524,428.727131,Standard,Mailed check,No,TV Shows,No,Tablet,21.99471852,158.1778162,18,Sci-Fi,3.821155736,4,Female,1,Yes,Yes,0
6,5.0448946,30.2693676,Basic,Credit card,Yes,TV Shows,No,Tablet,1.542752596,138.8605918,39,Drama,1.343756238,6,Male,2,No,No,0
38,12.69923171,482.570805,Standard,Mailed check,No,Both,Yes,Computer,14.20918841,11.32989481,46,Sci-Fi,3.096757246,4,Male,9,Yes,No,1
6,11.44589556,68.67537337,Basic,Credit card,No,Both,No,Tablet,34.57963326,142.5753007,37,Sci-Fi,4.335096625,1,Male,19,Yes,Yes,0
3,9.677890184,29.03367055,Basic,Credit card,Yes,Movies,No,Tablet,20.8259898,70.39281343,2,Sci-Fi,1.694486889,1,Male,12,No,No,1
61,8.724011975,532.1647305,Basic,Credit card,No,Movies,No,Computer,3.208171119,70.97795593,48,Drama,2.800457325,5,Male,8,Yes,Yes,0
3,8.000506113,24.00151834,Premium,Credit card,No,Both,No,Tablet,37.13593969,95.52085011,12,Action,2.404614781,8,Male,18,Yes,No,0
105,9.531262945,1000.782609,Basic,Credit card,Yes,Both,Yes,Tablet,10.42886944,15.14101773,22,Sci-Fi,2.071452823,1,Male,8,No,No,0
69,18.63724713,1285.970052,Basic,Mailed check,Yes,TV Shows,No,Mobile,15.94811966,15.41755481,23,Action,2.042607561,9,Male,17,Yes,No,1
86,11.91263968,1024.487013,Basic,Credit card,No,Movies,No,TV,28.21455607,109.7426696,44,Action,3.659263029,1,Female,19,No,No,0
11,7.871443456,86.58587802,Basic,Mailed check,Yes,Movies,Yes,TV,27.84385928,48.1709353,17,Action,2.359133258,1,Female,14,No,Yes,0
95,17.17094029,1631.239327,Premium,Mailed check,No,Both,No,Computer,15.64371125,22.45821342,6,Action,2.324468802,9,Female,11,No,No,1
73,15.86854776,1158.403986,Basic,Mailed check,Yes,TV Shows,No,Mobile,5.927366595,132.2519854,12,Comedy,4.333728816,8,Female,19,Yes,No,0
57,13.07028601,745.0063027,Premium,Electronic check,No,Movies,Yes,Tablet,25.36755867,109.4633724,13,Fantasy,2.601359051,2,Female,9,No,No,0
100,19.03509899,1903.509899,Standard,Credit card,No,Movies,Yes,Computer,36.86107103,133.5834983,4,Drama,3.414231893,7,Female,7,No,No,0
30,10.27923742,308.3771225,Basic,Electronic check,No,Movies,Yes,Mobile,6.177731318,105.8919063,10,Sci-Fi,4.174560335,4,Male,14,Yes,Yes,0
29,12.79505536,371.0566053,Premium,Bank transfer,Yes,Movies,Yes,Computer,33.11716178,140.3631603,0,Comedy,1.894338326,1,Female,9,No,No,0
55,12.41718296,682.9450628,Basic,Mailed check,Yes,TV Shows,Yes,TV,28.47918535,168.7510406,40,Drama,3.023280186,6,Male,13,Yes,Yes,0
53,12.89355706,683.358524,Premium,Electronic check,No,TV Shows,Yes,Computer,28.55219442,55.56032402,31,Comedy,1.438519776,2,Male,23,Yes,Yes,0
11,6.9987852,76.9866372,Standard,Credit card,No,TV Shows,Yes,Computer,17.74218153,163.7893699,13,Comedy,1.617418111,5,Female,6,Yes,Yes,0
113,16.41318195,1854.68956,Basic,Electronic check,Yes,TV Shows,No,TV,15.60958049,141.8792095,47,Fantasy,4.440850364,7,Male,12,Yes,No,0
92,13.60416002,1251.582722,Basic,Credit card,Yes,Both,Yes,Computer,29.01409694,38.78670048,30,Sci-Fi,1.108793455,0,Female,23,Yes,Yes,0
46,9.387496671,431.8248468,Basic,Bank transfer,No,Both,Yes,Tablet,2.970679604,84.5763622,45,Action,1.654701707,3,Male,13,No,Yes,1
6,11.99698146,71.98188878,Premium,Electronic check,Yes,Movies,Yes,Tablet,2.187801622,99.7181659,29,Comedy,2.882649887,7,Male,1,No,Yes,0
103,6.765482998,696.8447488,Standard,Bank transfer,No,TV Shows,Yes,Computer,33.77687625,81.92680369,36,Drama,4.026447697,3,Male,16,No,No,0
25,15.77884341,394.4710853,Basic,Credit card,No,Both,No,TV,26.00371064,158.4900877,9,Fantasy,2.679708575,7,Male,6,Yes,No,0
71,11.81392789,838.7888799,Premium,Bank transfer,Yes,TV Shows,No,Mobile,32.80914997,60.156465,2,Sci-Fi,3.732833281,9,Male,5,Yes,Yes,1
23,16.17587169,372.0450488,Premium,Mailed check,Yes,Movies,Yes,Mobile,11.48752846,102.3839574,10,Fantasy,1.365713051,5,Male,10,Yes,Yes,1
12,14.63984563,175.6781476,Basic,Electronic check,No,TV Shows,No,Mobile,3.170061997,8.625546418,23,Drama,2.266392233,0,Female,22,Yes,No,0
50,16.81618655,840.8093273,Premium,Bank transfer,Yes,Both,No,Tablet,39.75295209,38.18290423,49,Comedy,4.186113761,6,Female,1,Yes,No,0
35,14.7245209,515.3582316,Standard,Bank transfer,No,TV Shows,Yes,Tablet,7.864232393,83.41173993,15,Sci-Fi,3.809897507,4,Female,23,Yes,No,0
71,9.174441631,651.3853558,Premium,Bank transfer,No,Both,Yes,Tablet,6.010180756,125.0164959,26,Action,1.391100897,3,Male,21,No,Yes,1
79,9.854675044,778.5193285,Premium,Credit card,Yes,TV Shows,No,Tablet,8.321276983,161.1064555,27,Comedy,1.271481376,2,Female,15,Yes,Yes,0
95,16.05935493,1525.638718,Basic,Electronic check,Yes,TV Shows,No,Computer,7.542504161,144.1538336,36,Action,3.96655944,2,Male,15,No,Yes,0
66,19.22935557,1269.137468,Basic,Bank transfer,Yes,TV Shows,Yes,Tablet,19.26976034,20.22722828,49,Drama,2.709810229,6,Male,19,No,Yes,0
71,18.4731281,1311.592095,Standard,Electronic check,Yes,Movies,No,Tablet,18.3001037,6.182493324,35,Comedy,4.971388788,9,Female,24,Yes,No,1
44,7.437119092,327.2332401,Basic,Electronic check,Yes,Both,No,Computer,33.28940136,57.61153024,13,Fantasy,1.599783227,0,Male,7,Yes,No,0
113,9.884353511,1116.931947,Standard,Electronic check,No,Movies,Yes,Mobile,18.92238308,130.0798519,23,Drama,2.473285431,0,Female,16,Yes,No,0
66,7.942893251,524.2309545,Standard,Bank transfer,Yes,TV Shows,No,Mobile,29.70994139,165.3168086,19,Fantasy,1.463575527,0,Female,2,No,No,0
30,13.36597529,400.9792587,Standard,Bank transfer,Yes,TV Shows,No,Computer,29.65123241,63.94305963,48,Sci-Fi,2.64738144,8,Male,3,Yes,No,0
76,10.58009437,804.0871723,Standard,Bank transfer,Yes,TV Shows,Yes,Tablet,11.10757512,129.9202424,9,Fantasy,4.862368245,4,Male,0,Yes,No,0
83,13.23665949,1098.642737,Standard,Mailed check,Yes,TV Shows,No,Computer,16.53427397,139.6892811,48,Action,2.729913602,4,Male,14,Yes,Yes,0
22,16.21172265,356.6578983,Standard,Electronic check,Yes,TV Shows,Yes,Computer,4.318910952,121.5162595,42,Drama,2.796083605,9,Female,17,Yes,Yes,1
91,16.75940369,1525.105735,Standard,Credit card,Yes,TV Shows,Yes,Tablet,10.61941865,115.2854054,44,Fantasy,2.899610825,5,Female,5,No,No,0
111,6.028433383,669.1561055,Basic,Bank transfer,Yes,Movies,No,TV,32.4118965,49.31968039,23,Drama,3.684501668,0,Female,15,No,Yes,0
71,9.269642522,658.144619,Basic,Credit card,Yes,Both,Yes,Mobile,37.74778927,159.118848,25,Sci-Fi,3.376565464,2,Male,12,Yes,No,0
110,18.36787912,2020.466703,Standard,Bank transfer,No,Movies,No,TV,29.25401237,56.2664697,27,Drama,3.143749398,3,Female,13,No,No,0
84,19.55008918,1642.207491,Basic,Mailed check,Yes,Both,Yes,TV,10.43037013,86.12014846,43,Comedy,3.80175967,3,Female,18,Yes,Yes,1
6,15.82105193,94.92631159,Premium,Mailed check,No,Movies,No,Computer,19.64408159,5.540742915,31,Sci-Fi,1.03772642,3,Male,16,No,Yes,1
53,11.25447586,596.4872204,Standard,Bank transfer,No,TV Shows,No,Tablet,16.62020457,157.0767721,9,Fantasy,1.119619745,6,Female,3,Yes,Yes,0
35,8.283727737,289.9304708,Premium,Bank transfer,No,Both,No,Mobile,36.76326811,145.6205774,8,Comedy,4.118580683,4,Female,16,No,Yes,0
83,13.73724172,1140.191063,Premium,Bank transfer,No,Movies,Yes,TV,4.647143839,71.56231391,9,Drama,2.159704271,5,Male,16,No,Yes,0
56,16.42253192,919.6617877,Standard,Electronic check,No,TV Shows,Yes,Computer,25.88651164,140.6520448,22,Comedy,1.723849978,2,Female,24,Yes,Yes,0
115,14.88741748,1712.05301,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,6.351514752,7.824193783,0,Fantasy,1.387263564,5,Male,14,No,No,1
91,12.90474547,1174.331838,Basic,Credit card,Yes,Movies,Yes,Mobile,1.462513715,130.9740529,9,Action,2.207064971,4,Male,10,No,Yes,0
22,16.69116169,367.2055573,Premium,Credit card,No,Movies,Yes,Mobile,31.712701,33.67516452,9,Action,1.729530815,0,Male,18,Yes,No,0
117,12.35971829,1446.08704,Premium,Bank transfer,Yes,Both,Yes,TV,6.18639727,29.67739879,39,Drama,3.608207321,3,Male,8,No,No,0
57,18.43410289,1050.743865,Basic,Credit card,No,Movies,No,Tablet,39.46491542,92.82980316,27,Sci-Fi,3.583349876,7,Male,13,No,No,1
5,19.30902494,96.5451247,Standard,Electronic check,Yes,TV Shows,Yes,Computer,6.799455934,168.1458995,7,Drama,2.374042834,1,Male,9,Yes,Yes,0
44,14.07185143,619.1614631,Premium,Mailed check,No,Movies,Yes,Computer,14.39740482,23.19362044,10,Fantasy,2.811948084,5,Female,16,Yes,Yes,0
48,17.25183009,828.0878441,Basic,Electronic check,Yes,Both,No,Computer,2.285453929,88.28566408,27,Drama,4.951647768,4,Male,1,Yes,Yes,0
21,9.880638071,207.4933995,Standard,Credit card,No,Both,No,TV,29.01437052,136.2732731,15,Comedy,2.436443645,2,Male,9,No,Yes,0
82,9.40221859,770.9819244,Basic,Bank transfer,Yes,Movies,Yes,Tablet,28.76327592,113.1207771,36,Fantasy,2.336245556,9,Male,19,No,Yes,0
111,17.48752749,1941.115551,Basic,Bank transfer,Yes,Movies,No,Tablet,12.1467078,134.4521393,5,Comedy,4.011497342,2,Female,4,Yes,No,0
13,19.67204566,255.7365935,Premium,Mailed check,Yes,Movies,No,TV,9.733458306,100.0517776,19,Drama,4.346764294,7,Female,23,No,Yes,1
93,17.71721281,1647.700791,Standard,Electronic check,No,TV Shows,Yes,TV,18.23003812,138.434991,43,Action,4.896224481,7,Male,19,Yes,Yes,0
93,19.66324297,1828.681596,Premium,Credit card,Yes,Both,Yes,Tablet,35.10452685,134.2335915,15,Sci-Fi,1.859757206,8,Male,1,No,Yes,0
15,18.42726765,276.4090148,Basic,Mailed check,No,Both,Yes,Mobile,17.88112899,87.51305377,6,Comedy,1.08656942,6,Male,7,Yes,No,1
53,16.52601465,875.8787767,Standard,Mailed check,No,Movies,No,Computer,38.28745548,48.39321401,3,Drama,3.991325498,6,Female,6,Yes,Yes,0
47,13.79689824,648.4542174,Standard,Bank transfer,Yes,Both,No,Mobile,14.57128432,18.15156596,46,Action,2.983752239,9,Female,12,Yes,Yes,1
19,11.54398032,219.3356261,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,13.61076881,175.2408057,44,Drama,3.729096949,7,Female,16,Yes,No,0
118,6.244778784,736.8838966,Standard,Mailed check,No,TV Shows,No,Tablet,24.00209894,68.19670318,34,Sci-Fi,1.102878752,6,Female,18,No,Yes,0
106,9.858157447,1044.964689,Premium,Credit card,No,TV Shows,No,Mobile,37.08381385,47.33675586,0,Action,3.992664824,4,Male,8,Yes,No,0
115,18.64036809,2143.64233,Basic,Electronic check,Yes,Both,No,Mobile,12.23973854,55.86585838,26,Comedy,1.724093377,8,Female,9,Yes,No,1
55,10.17042246,559.3732356,Standard,Credit card,No,Both,Yes,Tablet,13.42600363,160.1385012,36,Comedy,4.970710883,3,Female,4,Yes,Yes,1
62,18.24424012,1131.142887,Premium,Electronic check,No,Movies,Yes,TV,9.08646923,17.58026993,34,Fantasy,3.715053561,3,Female,13,Yes,Yes,0
51,14.36116272,732.4192987,Premium,Electronic check,Yes,TV Shows,No,Computer,21.43529737,89.34481208,25,Fantasy,3.404462078,5,Male,23,No,No,0
97,16.870434,1636.432098,Basic,Electronic check,No,Both,Yes,Mobile,35.47546861,37.32599551,27,Drama,3.507193513,2,Female,9,Yes,Yes,0
68,12.20823494,830.1599762,Basic,Electronic check,Yes,Movies,Yes,Tablet,35.30991626,76.02756522,15,Sci-Fi,2.688751091,0,Female,3,No,Yes,0
114,19.68246442,2243.800944,Basic,Mailed check,Yes,Both,Yes,TV,13.15470035,17.50827688,39,Drama,3.50735356,1,Male,14,Yes,Yes,0
108,16.08749466,1737.449424,Standard,Credit card,No,Both,No,Tablet,36.91592758,141.3996488,27,Drama,2.493136625,8,Female,8,Yes,No,0
51,13.75351742,701.4293883,Basic,Credit card,Yes,TV Shows,No,TV,11.77317826,100.6519721,21,Action,1.421656442,7,Male,16,No,Yes,0
58,11.78479967,683.5183809,Standard,Credit card,Yes,Both,No,Computer,28.42186791,94.70917056,7,Drama,4.84991693,7,Male,15,No,Yes,0
111,14.75071627,1637.329506,Basic,Mailed check,No,Movies,Yes,Mobile,35.20743637,49.52073912,8,Sci-Fi,3.996945986,5,Male,1,No,No,0
31,9.651415094,299.1938679,Standard,Electronic check,No,TV Shows,No,Mobile,5.880946623,63.13895027,15,Sci-Fi,4.346071646,3,Female,10,Yes,Yes,1
77,18.39842228,1416.678515,Basic,Credit card,Yes,TV Shows,No,Tablet,35.96009782,116.3508077,19,Sci-Fi,4.650036813,0,Female,20,No,Yes,0
90,13.90061848,1251.055663,Basic,Mailed check,Yes,TV Shows,No,TV,16.88594852,146.6886505,5,Fantasy,4.870098117,1,Male,9,No,Yes,0
10,8.346946687,83.46946687,Premium,Bank transfer,No,Movies,Yes,Tablet,2.957137351,127.8626034,47,Comedy,4.187725146,7,Male,13,No,Yes,1
84,9.937868683,834.7809694,Standard,Electronic check,No,TV Shows,No,Tablet,35.47802024,175.9981773,27,Action,1.023933025,6,Female,1,Yes,No,0
99,10.58428336,1047.844053,Premium,Bank transfer,Yes,Movies,No,Tablet,5.371485326,137.6182455,1,Drama,3.73128178,9,Male,6,Yes,No,1
100,12.21141014,1221.141014,Standard,Bank transfer,Yes,Movies,No,Tablet,8.803814169,43.44214057,12,Fantasy,2.331610229,0,Male,10,Yes,Yes,0
6,9.266948594,55.60169157,Basic,Electronic check,No,Movies,No,TV,7.64684667,15.1129009,45,Action,4.228038043,4,Female,5,Yes,No,1
117,8.331918122,974.8344203,Premium,Electronic check,No,TV Shows,No,Tablet,21.52251589,83.67564045,34,Fantasy,2.584162967,1,Female,22,No,No,0
81,11.94291967,967.3764933,Basic,Electronic check,Yes,TV Shows,Yes,TV,19.27007005,87.12210448,29,Drama,2.953903962,3,Female,9,Yes,No,0
100,10.19716735,1019.716735,Basic,Credit card,Yes,Both,No,TV,3.167215708,49.49512043,29,Action,1.931875279,6,Male,20,No,No,0
41,8.888958584,364.4473019,Basic,Electronic check,Yes,Movies,Yes,Tablet,12.35439729,138.6718088,37,Comedy,4.359152779,2,Male,17,Yes,Yes,0
31,9.445447046,292.8088584,Standard,Credit card,Yes,Both,Yes,Mobile,29.37664886,135.8817025,14,Action,4.843434442,5,Female,19,Yes,Yes,0
111,19.82094954,2200.125399,Premium,Mailed check,Yes,TV Shows,No,Mobile,10.47892656,44.62101093,16,Comedy,3.000185475,2,Male,24,Yes,Yes,1
13,18.28628261,237.7216739,Basic,Bank transfer,Yes,Movies,Yes,Tablet,39.29962155,56.66026562,26,Comedy,3.208153691,1,Male,23,No,No,0
65,15.15867466,985.3138526,Standard,Bank transfer,Yes,TV Shows,No,Tablet,10.30955961,144.805837,44,Drama,2.216942828,4,Male,21,Yes,Yes,0
60,6.474615304,388.4769183,Basic,Electronic check,No,Movies,No,Mobile,7.135359413,114.6161373,1,Comedy,1.3950663,1,Male,0,No,No,1
69,19.21658509,1325.944372,Premium,Mailed check,Yes,Movies,Yes,Computer,16.08702301,140.9080107,18,Sci-Fi,4.568689383,6,Male,11,Yes,Yes,1
5,19.00902903,95.04514514,Basic,Bank transfer,No,Both,No,Computer,3.613480275,53.64033017,25,Action,3.845764468,9,Male,17,Yes,Yes,1
61,11.63339898,709.637338,Basic,Bank transfer,Yes,TV Shows,No,Computer,21.22020523,101.9280924,26,Fantasy,2.023547698,3,Male,9,No,Yes,0
114,11.25969743,1283.605507,Premium,Bank transfer,Yes,Movies,No,Tablet,24.37388889,133.8160994,17,Fantasy,1.245234797,2,Female,13,Yes,No,0
111,16.71642176,1855.522815,Standard,Bank transfer,No,TV Shows,Yes,TV,35.6965583,37.24267644,45,Comedy,4.965500189,7,Male,3,Yes,No,0
51,8.525383493,434.7945582,Basic,Electronic check,Yes,Both,Yes,TV,8.413348427,47.01134053,29,Sci-Fi,2.536039242,3,Male,12,Yes,No,0
91,9.343815593,850.2872189,Premium,Electronic check,No,Both,Yes,Computer,13.31005842,147.1313163,4,Drama,3.99392387,4,Female,3,Yes,Yes,0
9,11.34934484,102.1441035,Basic,Credit card,No,TV Shows,No,Mobile,12.67617607,168.191728,16,Drama,2.680153089,9,Male,2,Yes,No,1
90,11.06824444,996.1419995,Standard,Electronic check,Yes,TV Shows,No,Tablet,38.25436461,140.2547497,46,Drama,3.237341661,3,Male,3,No,Yes,0
49,8.726887862,427.6175053,Basic,Mailed check,Yes,TV Shows,No,TV,14.02938269,112.9584662,45,Fantasy,3.158222013,0,Female,18,No,No,0
7,12.82715755,89.79010288,Basic,Credit card,Yes,Both,No,TV,37.78439763,104.6862007,39,Action,1.109513992,9,Female,16,Yes,Yes,0
68,12.76870449,868.2719056,Basic,Electronic check,No,TV Shows,No,TV,13.60101911,167.6986741,9,Action,4.179692304,8,Male,0,No,Yes,0
19,6.413029843,121.847567,Standard,Electronic check,Yes,Both,Yes,Mobile,2.656028854,144.7775116,31,Drama,4.981925095,3,Female,10,No,No,0
103,10.52074982,1083.637232,Standard,Mailed check,No,Movies,Yes,Tablet,21.26002831,45.00862104,30,Comedy,2.930693368,4,Female,18,Yes,Yes,0
85,16.11052499,1369.394624,Standard,Bank transfer,No,Both,No,TV,2.794721774,129.0246866,36,Sci-Fi,3.969960312,0,Male,13,Yes,No,0
112,10.04115691,1124.609574,Standard,Electronic check,No,Movies,Yes,Tablet,23.25034276,119.3485021,23,Sci-Fi,1.174183928,5,Male,2,No,No,0
118,13.16563706,1553.545173,Standard,Mailed check,No,TV Shows,No,Tablet,36.52540945,16.72468878,14,Comedy,2.914453878,3,Female,4,Yes,No,0
113,15.36615941,1736.376013,Basic,Credit card,Yes,TV Shows,No,Tablet,16.80248362,58.65103958,30,Comedy,4.182794883,9,Female,22,No,No,0
5,13.4629802,67.314901,Basic,Credit card,No,TV Shows,No,TV,25.13796173,75.86024662,31,Comedy,4.375006916,1,Female,17,No,Yes,0
95,16.46578088,1564.249184,Basic,Credit card,Yes,Movies,Yes,TV,29.03411262,174.0638785,44,Drama,3.318326919,2,Male,21,Yes,No,0
57,6.512550788,371.2153949,Standard,Electronic check,No,TV Shows,Yes,Computer,6.619767766,56.7436962,16,Action,1.678079923,4,Female,19,Yes,Yes,1
46,8.268773763,380.3635931,Standard,Electronic check,No,Both,Yes,Tablet,6.159777001,101.4361998,47,Action,3.131152539,3,Female,1,No,Yes,1
42,13.40296464,562.9245148,Premium,Electronic check,No,Movies,Yes,Tablet,36.67361222,47.81756901,25,Action,1.681658987,6,Male,9,No,No,0
54,13.94954927,753.2756608,Standard,Mailed check,No,Movies,No,TV,8.451623674,60.70245847,9,Sci-Fi,1.369844836,9,Female,23,Yes,Yes,1
31,6.198374588,192.1496122,Standard,Electronic check,No,Both,Yes,Computer,6.393616834,61.99371592,3,Drama,4.330057696,0,Male,1,No,Yes,0
68,7.163024981,487.0856987,Standard,Electronic check,Yes,TV Shows,Yes,Computer,18.73870353,67.0960073,9,Fantasy,3.617590837,6,Male,14,Yes,No,0
105,15.95722772,1675.508911,Premium,Mailed check,Yes,Both,Yes,Tablet,4.578708866,86.12915314,39,Action,3.925407613,4,Female,15,No,Yes,1
59,13.31075291,785.3344218,Basic,Mailed check,No,TV Shows,No,TV,20.00624881,29.79215172,20,Drama,1.572807593,9,Female,11,Yes,Yes,0
99,10.43875169,1033.436417,Standard,Bank transfer,Yes,TV Shows,No,Tablet,4.767395463,100.6813609,47,Sci-Fi,4.695552586,1,Male,10,No,Yes,0
80,10.2912449,823.2995922,Standard,Electronic check,Yes,Both,Yes,Computer,4.048684714,16.6958002,2,Fantasy,4.971888416,3,Male,16,Yes,Yes,0
77,13.96064679,1074.969803,Premium,Electronic check,No,Both,Yes,TV,29.77608782,91.04238711,41,Action,1.851014621,8,Male,17,No,Yes,0
14,15.79970859,221.1959202,Standard,Credit card,Yes,Both,Yes,Mobile,27.43650752,40.3109963,23,Drama,4.095735228,0,Female,17,Yes,No,1
59,9.493957457,560.14349,Premium,Mailed check,No,Movies,Yes,TV,28.6018523,9.990993372,11,Action,1.565804295,3,Male,22,No,Yes,0
38,18.95145985,720.1554742,Standard,Electronic check,No,Movies,No,Mobile,23.46629865,96.45299327,29,Comedy,1.07701446,1,Male,18,No,Yes,0
58,12.71059977,737.2147868,Standard,Electronic check,Yes,Both,Yes,Tablet,5.27475847,176.9406661,1,Drama,2.088595044,1,Female,4,Yes,No,0
