accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
114,7.524788313,857.8258677,Premium,Bank transfer,No,Both,No,Mobile,15.48776892,132.8173396,19,Fantasy,1.648131142,1,Male,13,Yes,Yes
91,8.252339296,750.962876,Standard,Mailed check,No,Both,Yes,TV,24.69866205,104.8509432,8,Comedy,4.526233225,9,Female,1,Yes,Yes
67,11.55457948,774.1568252,Premium,Mailed check,Yes,Movies,Yes,Mobile,15.85782437,78.99604106,13,Action,2.211531459,5,Male,0,No,No
29,5.676038586,164.605119,Standard,Electronic check,No,Movies,Yes,TV,38.312289,70.52893077,42,Action,1.313507944,0,Female,13,No,No
54,6.383084098,344.6865413,Standard,Credit card,Yes,Both,No,Computer,5.716311558,29.52777498,35,Drama,1.937259472,1,Male,7,Yes,Yes
13,17.53116575,227.9051548,Premium,Bank transfer,Yes,TV Shows,No,Computer,1.480489708,44.23758002,15,Comedy,2.197128809,5,Male,3,Yes,Yes
40,13.1493712,525.974848,Basic,Credit card,Yes,Movies,No,Mobile,9.028362932,179.2283397,44,Drama,2.008437145,4,Male,11,Yes,No
105,11.81958051,1241.055953,Standard,Mailed check,Yes,Both,Yes,Mobile,35.80531779,101.4403807,17,Fantasy,3.609942653,2,Male,13,No,No
59,17.50679384,1032.900837,Basic,Mailed check,Yes,Both,Yes,Mobile,4.02618876,41.04366533,14,Action,1.587304657,9,Male,14,Yes,No
9,7.292673399,65.63406059,Standard,Credit card,No,TV Shows,Yes,Computer,24.63744451,134.3978722,24,Drama,1.489954781,8,Female,14,No,No
14,7.887255515,110.4215772,Basic,Mailed check,No,TV Shows,Yes,TV,29.30355822,72.77066408,15,Fantasy,4.62423894,9,Female,2,Yes,No
47,10.19257468,479.05101,Premium,Mailed check,No,Movies,Yes,Tablet,34.95093857,124.5473928,42,Fantasy,4.664850501,6,Male,1,Yes,No
50,7.804070329,390.2035164,Basic,Electronic check,No,Movies,No,Mobile,35.48788283,95.71787361,44,Fantasy,4.439124377,1,Male,3,No,Yes
107,17.80062354,1904.666719,Premium,Credit card,Yes,TV Shows,Yes,Tablet,17.72362824,52.00933101,12,Drama,2.703114405,7,Female,15,Yes,No
26,17.46627471,454.1231426,Standard,Mailed check,No,Movies,No,Computer,24.89558367,168.414063,7,Action,1.548520125,8,Male,14,Yes,No
58,15.22398571,882.991171,Basic,Bank transfer,No,TV Shows,No,Mobile,28.99674523,114.6632616,44,Sci-Fi,3.875071423,8,Male,19,Yes,No
100,19.47071239,1947.071239,Basic,Electronic check,Yes,Both,No,TV,7.570817052,129.0258011,28,Comedy,2.15858819,9,Male,15,Yes,Yes
79,16.28006667,1286.125267,Basic,Electronic check,Yes,Movies,No,Tablet,35.18581827,77.52192975,25,Sci-Fi,4.917690192,4,Female,12,Yes,Yes
106,14.48299079,1535.197023,Premium,Electronic check,No,TV Shows,Yes,Tablet,36.12286185,94.41858723,36,Action,2.541667341,3,Female,15,No,No
106,12.19707939,1292.890415,Premium,Credit card,Yes,Both,Yes,TV,32.90986569,99.78194663,14,Fantasy,4.534168498,7,Male,4,Yes,No
22,5.466327096,120.2591961,Basic,Bank transfer,No,Both,No,TV,33.69123959,36.16476596,15,Sci-Fi,2.079974461,1,Male,7,No,Yes
97,5.416205469,525.3719305,Standard,Mailed check,No,Movies,No,Computer,11.26188535,123.7222864,42,Action,1.868580293,2,Male,7,No,Yes
5,7.033146406,35.16573203,Standard,Credit card,No,Movies,Yes,Tablet,36.25866329,27.01264495,47,Drama,1.565763982,8,Male,11,No,Yes
32,10.22310003,327.1392009,Premium,Electronic check,No,Both,No,Computer,35.38186414,108.9207268,42,Comedy,3.777769356,2,Female,7,Yes,Yes
104,19.32340861,2009.634495,Basic,Credit card,No,Both,No,Mobile,30.68400565,16.73555261,44,Sci-Fi,4.588423529,9,Male,16,Yes,Yes
48,10.1105498,485.3063904,Standard,Mailed check,Yes,Movies,Yes,Mobile,36.68432038,149.8069214,2,Drama,1.219641283,0,Male,8,Yes,Yes
19,12.96247786,246.2870793,Standard,Electronic check,No,TV Shows,Yes,Computer,15.53799409,143.9258164,36,Comedy,1.762138607,8,Male,8,No,No
56,9.203386405,515.3896387,Basic,Electronic check,No,Both,No,Tablet,13.73801681,96.38339193,38,Fantasy,1.072597031,4,Female,2,Yes,Yes
92,13.29873868,1223.483958,Premium,Credit card,No,TV Shows,No,Mobile,21.71829435,163.9273543,3,Drama,3.641630872,7,Female,24,No,No
22,12.65022704,278.3049948,Premium,Credit card,No,Both,Yes,Mobile,27.95131891,93.96269787,18,Drama,4.761120371,2,Female,18,Yes,Yes
112,13.5361696,1516.050995,Basic,Electronic check,No,Both,No,Tablet,22.01489108,51.12848922,21,Comedy,4.099989867,0,Female,6,No,No
9,6.946792756,62.5211348,Basic,Electronic check,Yes,TV Shows,No,Mobile,1.442973893,160.6147443,26,Fantasy,3.294888518,1,Male,0,No,No
21,5.701454512,119.7305448,Premium,Credit card,No,Both,Yes,TV,34.63094011,29.60036311,6,Sci-Fi,4.243169108,8,Male,3,Yes,Yes
81,8.120584487,657.7673434,Basic,Credit card,Yes,Movies,No,Computer,18.04040275,68.60316099,37,Drama,2.326098329,8,Female,5,Yes,No
21,12.99648739,272.9262352,Basic,Mailed check,No,TV Shows,Yes,Tablet,26.2843277,62.40704107,6,Sci-Fi,3.085713795,0,Female,13,No,Yes
112,15.64473754,1752.210605,Standard,Bank transfer,Yes,Movies,Yes,Computer,9.126847826,135.6801801,13,Comedy,4.261562929,0,Female,21,Yes,No
86,11.72281589,1008.162166,Premium,Credit card,Yes,Movies,Yes,Mobile,4.645605927,145.3418625,30,Fantasy,3.664339673,3,Male,22,Yes,No
111,11.17155855,1240.042999,Basic,Bank transfer,No,Movies,No,Mobile,37.7759061,35.97367667,33,Action,3.255522467,5,Female,17,No,No
43,11.85899038,509.9365864,Premium,Bank transfer,No,Movies,No,Tablet,24.34594945,165.5936768,33,Action,2.272178132,3,Male,16,Yes,No
70,9.645737444,675.2016211,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,1.94985742,9.281542263,14,Drama,2.008523138,6,Male,19,No,Yes
58,14.28061161,828.2754734,Standard,Credit card,Yes,Movies,No,Computer,7.574375093,117.8906646,5,Fantasy,1.575607784,2,Male,21,Yes,Yes
70,19.98781182,1399.146827,Premium,Electronic check,No,TV Shows,Yes,Mobile,13.2136649,173.6226473,35,Fantasy,3.486028373,0,Female,19,Yes,No
99,16.83696706,1666.859739,Standard,Bank transfer,No,Both,No,Tablet,28.1919265,171.5723264,39,Sci-Fi,2.882752167,8,Male,12,Yes,No
30,7.283320856,218.4996257,Basic,Bank transfer,No,TV Shows,No,TV,35.30577029,101.5235242,39,Comedy,3.791091268,3,Male,9,No,No
1,18.37547075,18.37547075,Premium,Mailed check,Yes,TV Shows,Yes,Computer,23.30755844,44.23908987,39,Drama,1.604067556,7,Female,5,No,No
50,11.88351991,594.1759955,Premium,Credit card,Yes,Movies,No,Tablet,14.26406675,60.13300075,29,Fantasy,4.039299371,2,Female,2,No,No
65,15.74994398,1023.746358,Standard,Credit card,No,Both,No,Tablet,25.00471456,144.6153201,33,Action,3.672728837,3,Male,13,No,No
54,8.614486247,465.1822573,Premium,Mailed check,No,TV Shows,Yes,TV,2.031030537,112.1197156,12,Comedy,2.054201571,9,Female,14,No,Yes
110,5.168111589,568.4922748,Basic,Bank transfer,No,Both,Yes,Computer,11.37252832,104.3899097,37,Sci-Fi,3.895545166,1,Female,0,No,No
113,17.91050098,2023.88661,Standard,Mailed check,Yes,Movies,Yes,Computer,39.96295354,128.3945102,46,Sci-Fi,4.356364503,8,Male,11,Yes,Yes
82,15.45054634,1266.9448,Basic,Electronic check,Yes,TV Shows,No,Tablet,33.61807424,78.41985318,8,Comedy,2.92935872,9,Male,4,No,Yes
5,11.27992601,56.39963006,Basic,Electronic check,No,TV Shows,Yes,Mobile,6.66000388,5.232557252,12,Sci-Fi,1.131818769,9,Female,7,No,No
68,16.8543096,1146.093053,Premium,Bank transfer,Yes,Both,No,Tablet,21.29568488,17.77315303,46,Fantasy,1.39296412,1,Male,10,Yes,Yes
20,13.42846007,268.5692014,Standard,Electronic check,Yes,TV Shows,Yes,Computer,5.480146539,120.6676288,16,Fantasy,1.509716515,3,Female,14,No,Yes
68,18.91145686,1285.979067,Standard,Credit card,No,Both,Yes,Computer,9.897746796,82.43312825,1,Comedy,3.984355125,6,Male,13,No,Yes
7,6.434875607,45.04412925,Standard,Bank transfer,No,Both,No,Computer,32.11746264,39.04283184,34,Action,4.07088542,2,Female,20,No,No
108,5.889657221,636.0829799,Basic,Credit card,No,TV Shows,No,TV,25.64675101,15.3164758,28,Action,2.284591398,6,Female,17,No,Yes
5,8.997090826,44.98545413,Basic,Mailed check,No,Both,Yes,TV,21.21663783,52.78113236,31,Fantasy,4.720209972,5,Female,3,No,No
105,10.03758434,1053.946356,Basic,Electronic check,Yes,TV Shows,Yes,Computer,12.38342848,87.81409177,25,Sci-Fi,3.885865206,5,Male,12,Yes,Yes
35,6.191505376,216.7026882,Standard,Electronic check,Yes,Movies,No,TV,6.374931185,6.489314641,12,Comedy,2.063324348,0,Male,6,Yes,No
44,15.58592409,685.7806599,Basic,Mailed check,Yes,Movies,No,Tablet,5.537112519,86.45770844,14,Sci-Fi,3.187341616,8,Female,12,Yes,No
101,13.57002895,1370.572924,Premium,Bank transfer,No,Movies,Yes,Computer,37.34595021,5.069415135,13,Comedy,1.613524628,6,Female,0,No,No
97,7.400645154,717.8625799,Standard,Bank transfer,Yes,Movies,Yes,Tablet,23.29851578,114.327651,38,Comedy,3.567091401,5,Male,23,No,Yes
70,7.267392397,508.7174678,Premium,Electronic check,No,TV Shows,Yes,Mobile,32.16720194,29.36225027,12,Drama,3.550908109,1,Male,24,Yes,No
48,10.08024099,483.8515677,Premium,Credit card,No,Both,No,TV,27.47132691,14.57901938,1,Comedy,3.159271977,3,Male,14,No,Yes
114,14.74535535,1680.970509,Standard,Credit card,No,Both,Yes,Mobile,10.19360325,108.2942484,39,Action,1.579990106,2,Female,3,No,No
33,17.7672194,586.3182402,Basic,Mailed check,No,TV Shows,No,Tablet,39.37156388,146.3796783,2,Comedy,3.570269333,4,Female,18,Yes,No
29,9.053457832,262.5502771,Basic,Electronic check,No,TV Shows,No,Tablet,13.22273058,103.5785954,28,Fantasy,1.917348872,0,Male,6,No,Yes
80,17.29312787,1383.450229,Premium,Electronic check,Yes,Both,Yes,Mobile,32.18325995,106.9307485,7,Fantasy,3.192479982,8,Male,23,Yes,No
81,5.212512633,422.2135233,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,21.06470103,130.0390637,43,Drama,1.335807083,1,Male,19,Yes,Yes
17,14.78654813,251.3713182,Basic,Bank transfer,Yes,Both,No,Tablet,16.44416803,89.77202963,7,Sci-Fi,1.301923565,1,Male,23,No,No
50,6.154640982,307.7320491,Basic,Electronic check,Yes,Movies,No,Mobile,33.69204496,83.05654974,9,Action,3.973256156,1,Female,24,Yes,Yes
83,6.974186262,578.8574598,Basic,Electronic check,Yes,Both,No,TV,30.78464505,90.39103539,22,Drama,4.208039439,1,Male,5,No,No
40,11.74407108,469.7628431,Premium,Credit card,No,TV Shows,Yes,TV,9.688908274,85.46505307,33,Action,1.978635509,0,Female,0,Yes,No
118,18.07922619,2133.348691,Standard,Credit card,Yes,Both,No,Mobile,15.53579719,157.3806147,37,Comedy,4.51773036,0,Male,2,No,Yes
7,14.10727764,98.75094351,Basic,Electronic check,No,Movies,Yes,Mobile,34.78187479,14.66801585,22,Comedy,4.132883537,3,Male,17,Yes,No
79,18.25132804,1441.854915,Premium,Bank transfer,No,Both,No,Mobile,5.501598963,114.9414403,45,Action,1.469772502,7,Male,14,No,No
119,11.03962988,1313.715956,Basic,Electronic check,Yes,Movies,Yes,Computer,17.74420589,119.0741765,19,Drama,4.473386669,2,Female,2,Yes,Yes
30,19.37531667,581.2595,Premium,Credit card,Yes,TV Shows,No,Computer,7.776255241,122.8943526,31,Drama,1.293887153,9,Female,0,Yes,Yes
22,12.93571436,284.5857159,Premium,Mailed check,No,Both,No,Tablet,31.53369479,142.5224173,32,Drama,2.952094536,3,Male,0,Yes,Yes
10,6.799198017,67.99198017,Premium,Credit card,Yes,TV Shows,Yes,Computer,4.661821886,80.27929523,38,Drama,3.511345429,6,Male,15,Yes,No
9,17.71870558,159.4683503,Standard,Mailed check,Yes,TV Shows,No,Tablet,23.86423692,172.9231767,10,Fantasy,1.20901508,2,Female,23,Yes,Yes
9,10.30378627,92.73407642,Standard,Credit card,No,Movies,Yes,Computer,39.70365609,92.48354274,43,Action,3.115400578,5,Male,10,Yes,Yes
91,16.2982245,1483.138429,Basic,Credit card,Yes,Both,Yes,Tablet,1.309383968,143.2706812,11,Fantasy,4.206056293,4,Male,11,Yes,Yes
108,19.14170223,2067.303841,Premium,Credit card,Yes,TV Shows,Yes,Mobile,6.395112965,129.9732084,14,Action,1.7118431,2,Female,14,Yes,No
78,10.07757475,786.0508305,Basic,Credit card,No,Movies,Yes,TV,17.03694358,84.30285092,11,Drama,3.839454233,2,Male,20,Yes,No
71,19.71525409,1399.78304,Premium,Bank transfer,No,Movies,No,Tablet,12.55755054,46.27150536,30,Sci-Fi,3.344894963,4,Female,22,Yes,Yes
87,13.16053873,1144.966869,Premium,Mailed check,Yes,TV Shows,Yes,Computer,24.58960882,21.2948767,30,Comedy,4.961642917,7,Male,5,Yes,No
113,19.61326869,2216.299362,Premium,Mailed check,No,TV Shows,Yes,Mobile,28.97394256,34.32404583,32,Fantasy,3.007005434,8,Male,18,No,Yes
116,5.966323298,692.0935026,Basic,Electronic check,Yes,Movies,No,Tablet,6.152304141,135.9772981,8,Comedy,2.212165647,4,Female,11,No,No
70,7.593692579,531.5584806,Standard,Credit card,No,TV Shows,No,Tablet,25.24754612,22.92246235,15,Sci-Fi,2.943024487,0,Male,1,Yes,No
61,5.260446103,320.8872123,Standard,Electronic check,Yes,Both,Yes,TV,8.897067428,10.15824827,32,Action,2.203876083,8,Female,1,No,No
28,19.68517283,551.1848394,Premium,Bank transfer,No,Both,Yes,TV,27.49454281,21.43005997,49,Sci-Fi,4.089579932,5,Male,4,Yes,Yes
112,18.2304947,2041.815406,Standard,Bank transfer,No,TV Shows,No,TV,17.13006385,125.7596246,0,Drama,1.772581639,8,Male,24,No,No
15,16.93554738,254.0332107,Premium,Mailed check,Yes,Movies,Yes,Tablet,5.184766306,67.46121539,15,Sci-Fi,2.692933413,7,Male,13,No,Yes
42,17.4394903,732.4585926,Standard,Credit card,No,Both,No,Tablet,28.14300136,98.3535961,13,Fantasy,1.045909654,5,Female,24,Yes,No
33,18.0700123,596.3104059,Premium,Credit card,Yes,Both,No,Computer,28.66057092,89.883418,41,Drama,4.172021199,0,Female,17,Yes,Yes
50,12.12177102,606.0885509,Premium,Credit card,Yes,TV Shows,No,Mobile,39.55933753,172.9999647,47,Fantasy,3.258299166,5,Female,7,No,Yes
37,11.71331184,433.3925382,Premium,Bank transfer,No,Both,No,TV,7.735809383,12.09227811,3,Action,2.497015392,3,Female,14,Yes,Yes
34,7.091152189,241.0991744,Premium,Electronic check,Yes,Movies,Yes,Computer,39.41754841,136.0293431,1,Sci-Fi,2.565410074,4,Female,18,No,No
56,15.57132538,871.994221,Premium,Bank transfer,No,TV Shows,No,Tablet,26.7885699,97.57918002,21,Comedy,2.482825197,0,Female,12,Yes,No
11,16.01439151,176.1583067,Premium,Mailed check,No,Movies,Yes,TV,5.787156127,89.76569559,12,Comedy,1.277273972,1,Female,22,No,No
47,15.5836493,732.4315173,Basic,Electronic check,Yes,Movies,No,Computer,11.38364343,154.4464637,22,Fantasy,3.953359133,1,Female,12,Yes,Yes
57,9.352841136,533.1119448,Standard,Electronic check,No,Movies,No,Computer,19.85598967,165.9772873,23,Comedy,4.381044423,1,Male,19,No,No
56,13.62162715,762.8111201,Basic,Bank transfer,Yes,Both,Yes,Mobile,11.87286328,83.3363039,27,Drama,3.499821132,4,Male,1,Yes,No
63,7.465968253,470.3559999,Basic,Electronic check,Yes,Both,Yes,TV,9.140550649,151.6080882,21,Drama,1.334734329,7,Male,2,Yes,No
64,9.709626818,621.4161163,Premium,Electronic check,Yes,Both,No,Computer,1.423272536,25.91638265,32,Sci-Fi,1.450199933,0,Male,9,Yes,Yes
55,9.058008292,498.1904561,Basic,Bank transfer,Yes,Movies,No,TV,25.49739859,157.8042942,6,Fantasy,4.388683951,0,Female,23,No,Yes
13,11.09208432,144.1970962,Basic,Bank transfer,No,Movies,Yes,TV,26.15692298,27.43807805,47,Comedy,3.563092189,8,Male,3,No,No
115,5.919644603,680.7591294,Basic,Electronic check,Yes,Both,Yes,Tablet,29.18501739,13.93595834,18,Comedy,4.576565369,1,Female,4,Yes,No
24,11.53596233,276.863096,Standard,Mailed check,No,Both,No,Mobile,9.994420642,56.58826349,31,Fantasy,1.068176136,4,Female,15,Yes,Yes
24,12.85855396,308.605295,Standard,Mailed check,No,TV Shows,No,Computer,2.003415039,48.13680109,9,Action,2.506342038,6,Female,2,No,Yes
78,5.353945825,417.6077744,Basic,Electronic check,No,TV Shows,Yes,TV,38.74053802,47.91554145,30,Drama,3.477427319,3,Female,7,Yes,No
88,18.20206228,1601.781481,Premium,Electronic check,No,Movies,No,Computer,25.24390932,85.32835605,27,Drama,1.726942282,4,Female,16,No,No
40,11.90731616,476.2926464,Premium,Electronic check,Yes,TV Shows,No,TV,5.630482043,10.2317551,10,Drama,1.104096999,3,Female,8,Yes,No
48,19.62064371,941.7908981,Basic,Mailed check,No,TV Shows,No,Computer,16.23700536,57.26197335,12,Action,3.897157454,1,Female,24,Yes,Yes
7,5.18288466,36.28019262,Premium,Bank transfer,No,Movies,Yes,Tablet,22.66073229,151.2899693,9,Action,2.346294091,2,Male,13,Yes,No
82,5.776267921,473.6539695,Basic,Electronic check,Yes,TV Shows,No,Computer,32.1077329,97.13636638,7,Action,4.942460958,7,Female,7,Yes,Yes
62,16.0070535,992.4373172,Standard,Electronic check,Yes,Movies,Yes,Computer,11.11124768,148.0904071,1,Comedy,1.219933052,3,Male,0,No,No
83,19.64711811,1630.710803,Basic,Electronic check,Yes,Movies,Yes,TV,33.74860416,160.8249994,40,Fantasy,4.676699996,3,Female,1,Yes,Yes
108,7.823567023,844.9452385,Premium,Electronic check,No,Both,No,Mobile,20.33609122,92.89734349,13,Action,3.910381389,5,Male,2,Yes,No
31,12.05302308,373.6437154,Basic,Credit card,Yes,Both,Yes,Mobile,9.858499724,144.2545052,0,Drama,4.896063592,5,Male,17,No,No
7,9.35243882,65.46707174,Premium,Bank transfer,Yes,Both,Yes,Tablet,32.76849543,55.01461929,47,Comedy,1.828761113,0,Female,12,No,No
67,9.632006285,645.3444211,Basic,Electronic check,Yes,TV Shows,Yes,Mobile,1.993477249,61.27462952,5,Comedy,4.127019447,0,Female,16,No,Yes
20,15.12149416,302.4298833,Premium,Bank transfer,No,TV Shows,No,Mobile,33.46944345,138.8809483,32,Comedy,2.284374864,1,Female,10,No,Yes
21,6.038256841,126.8033937,Basic,Bank transfer,No,Movies,No,Tablet,24.39986028,100.28971,21,Drama,2.25669952,3,Female,13,Yes,Yes
83,18.40215391,1527.378775,Basic,Electronic check,No,Movies,Yes,Tablet,33.50942664,97.05671752,45,Drama,1.226489349,4,Female,22,No,No
77,17.14605008,1320.245856,Standard,Bank transfer,No,TV Shows,Yes,Computer,1.41711763,17.29132137,17,Fantasy,3.961160958,0,Male,15,No,Yes
92,5.035364642,463.2535471,Premium,Electronic check,No,Both,Yes,Tablet,12.55987673,158.1401214,40,Fantasy,4.041632762,1,Male,16,No,No
100,14.45744873,1445.744873,Premium,Mailed check,Yes,Both,No,Tablet,7.606943829,57.42897271,43,Comedy,4.782099975,8,Male,22,Yes,Yes
113,16.79649807,1898.004282,Standard,Mailed check,No,Movies,Yes,Computer,12.02955019,177.5713094,30,Action,2.730687364,7,Male,4,No,No
26,14.13721085,367.5674821,Basic,Mailed check,No,Movies,Yes,Mobile,21.87508001,130.8267582,37,Drama,4.161581048,8,Female,10,No,Yes
18,13.10452222,235.8814,Basic,Bank transfer,No,TV Shows,Yes,Tablet,34.60566667,50.66403626,36,Action,3.196740788,7,Female,7,No,Yes
3,11.75961835,35.27885504,Premium,Electronic check,Yes,Both,Yes,Tablet,27.55332583,131.1635122,48,Comedy,3.518718138,5,Male,9,Yes,No
22,9.539303099,209.8646682,Premium,Electronic check,Yes,Both,Yes,Computer,25.62426313,112.6858502,9,Comedy,3.479735885,7,Female,2,No,No
39,11.61351512,452.9270895,Basic,Mailed check,No,Movies,Yes,Computer,15.79954366,50.48721046,6,Sci-Fi,2.853893634,4,Male,5,Yes,No
57,19.69228721,1122.460371,Premium,Mailed check,Yes,Movies,No,Tablet,19.32930105,136.3616463,42,Drama,4.495907307,1,Female,9,No,No
114,11.40319357,1299.964067,Premium,Mailed check,Yes,TV Shows,Yes,Computer,9.75567266,30.61753882,48,Sci-Fi,2.991373097,8,Female,0,Yes,No
64,19.14881037,1225.523863,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,39.07772596,137.4853075,21,Action,3.344918728,7,Female,4,Yes,No
96,18.5724771,1782.957802,Standard,Bank transfer,No,TV Shows,No,Mobile,14.49016318,111.2832042,9,Action,2.323066643,1,Male,13,Yes,No
114,6.626208148,755.3877289,Standard,Electronic check,No,Both,Yes,Mobile,1.539251766,79.53511642,42,Fantasy,3.592774843,5,Male,6,Yes,Yes
13,8.403241966,109.2421456,Basic,Mailed check,No,TV Shows,Yes,TV,18.02836283,79.0274386,45,Action,4.186293464,6,Female,24,No,Yes
29,13.97200011,405.1880031,Premium,Credit card,Yes,Movies,No,Mobile,18.59407366,12.17265977,31,Fantasy,1.901836476,3,Female,14,Yes,Yes
79,7.36331047,581.7015271,Standard,Bank transfer,No,Both,Yes,Tablet,16.54133165,26.30889843,21,Comedy,2.157136501,9,Male,8,Yes,Yes
95,13.4680042,1279.460399,Premium,Bank transfer,No,TV Shows,Yes,TV,27.75893007,21.51143752,42,Fantasy,4.733262167,2,Female,2,No,Yes
24,19.16730268,460.0152644,Basic,Mailed check,No,Both,No,Computer,14.96940998,111.6642991,9,Sci-Fi,1.215682274,2,Male,22,No,No
92,12.87745547,1184.725903,Standard,Credit card,Yes,TV Shows,Yes,Tablet,25.01691265,8.17180473,33,Comedy,3.515983733,7,Male,5,Yes,No
10,6.401711411,64.01711411,Basic,Mailed check,Yes,Both,No,Tablet,23.75772537,121.9211203,17,Sci-Fi,1.631732433,5,Female,20,Yes,Yes
12,7.471301063,89.65561275,Basic,Credit card,No,Movies,No,Computer,11.86116502,94.56990507,2,Comedy,3.896574432,9,Male,21,Yes,Yes
83,13.13152089,1089.916234,Basic,Credit card,No,TV Shows,No,Mobile,21.60305371,117.8903848,47,Fantasy,1.83846552,9,Male,7,No,Yes
11,15.92096741,175.1306415,Standard,Electronic check,No,Both,Yes,Tablet,5.491849373,27.72731657,22,Fantasy,4.118313822,9,Female,7,Yes,No
83,6.384036481,529.8750279,Basic,Electronic check,No,Movies,Yes,Mobile,5.853498602,43.14251004,7,Sci-Fi,2.825315819,2,Male,10,Yes,Yes
65,16.98441463,1103.986951,Standard,Electronic check,Yes,TV Shows,No,TV,37.98283079,153.2211074,48,Sci-Fi,2.414540799,4,Male,6,Yes,No
98,18.73025628,1835.565116,Standard,Credit card,No,Both,No,Tablet,6.16719004,112.3727612,46,Action,1.195697895,5,Male,23,Yes,No
69,5.384568048,371.5351953,Basic,Credit card,No,Both,Yes,Computer,24.10155152,14.69127827,41,Fantasy,3.141713188,4,Male,2,Yes,Yes
71,7.165619685,508.7589976,Premium,Mailed check,Yes,Movies,No,TV,38.71908632,126.2005712,4,Fantasy,1.325358447,7,Male,1,No,Yes
111,6.23067373,691.604784,Basic,Mailed check,No,Movies,Yes,Tablet,2.956659333,83.4256474,2,Sci-Fi,1.415031771,7,Female,11,Yes,Yes
31,11.30813173,350.5520837,Premium,Mailed check,No,Movies,No,Mobile,28.79636539,70.46957239,42,Sci-Fi,3.627936502,7,Male,16,No,No
82,11.48004572,941.3637489,Standard,Mailed check,Yes,TV Shows,No,Computer,17.48053166,44.56483411,7,Fantasy,4.835294836,4,Male,18,Yes,No
37,19.88173925,735.6243523,Basic,Bank transfer,Yes,TV Shows,No,TV,19.67429386,162.0773993,4,Sci-Fi,4.524557441,4,Male,3,No,No
16,6.098308545,97.57293672,Premium,Electronic check,Yes,Movies,Yes,Computer,24.56986648,162.7718273,46,Sci-Fi,4.291552791,7,Male,19,Yes,Yes
119,5.16260566,614.3500735,Standard,Bank transfer,No,Movies,Yes,Computer,15.0335373,117.513601,49,Drama,2.991216831,6,Female,10,Yes,Yes
78,18.47103744,1440.740921,Standard,Credit card,No,Both,Yes,Tablet,25.26065031,104.0234903,36,Comedy,2.075103,0,Female,5,No,No
33,8.875030023,292.8759908,Premium,Mailed check,No,Both,Yes,Computer,30.75992023,157.1845165,24,Comedy,1.678021143,2,Male,10,Yes,No
67,14.09295469,944.2279643,Basic,Mailed check,Yes,Movies,Yes,Tablet,27.40955215,164.8057363,46,Fantasy,2.255065419,7,Female,22,Yes,No
72,10.67459817,768.5710681,Basic,Electronic check,No,Movies,Yes,Tablet,13.23656685,126.9418033,23,Fantasy,2.76097154,8,Male,22,No,Yes
31,10.07746249,312.4013371,Basic,Credit card,Yes,Movies,No,TV,22.63208382,14.90749864,5,Comedy,2.911343177,0,Female,21,No,No
119,13.89328901,1653.301392,Basic,Electronic check,Yes,TV Shows,No,Computer,3.465108824,110.1789084,31,Action,4.11982402,1,Female,5,Yes,Yes
19,17.80123609,338.2234857,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,1.188208163,23.80404026,22,Comedy,3.983133052,3,Female,11,No,No
25,12.43198328,310.799582,Standard,Electronic check,Yes,TV Shows,No,Mobile,13.51619554,136.8082325,0,Sci-Fi,1.802583667,5,Female,1,No,Yes
57,18.55879729,1057.851445,Basic,Bank transfer,Yes,Both,No,TV,16.24225008,148.0135257,12,Sci-Fi,1.157703235,2,Female,22,Yes,Yes
78,6.083299214,474.4973387,Premium,Electronic check,Yes,Both,Yes,Computer,29.28634713,36.72544841,39,Action,2.453313404,2,Female,18,No,No
38,16.74358744,636.2563226,Premium,Electronic check,No,Both,No,Computer,39.03170289,46.968123,39,Comedy,2.319890404,7,Female,18,Yes,Yes
107,16.14091887,1727.07832,Basic,Electronic check,Yes,TV Shows,Yes,TV,38.1027578,5.086244752,20,Fantasy,1.005223645,8,Male,15,Yes,Yes
76,16.89542287,1284.052138,Standard,Electronic check,No,TV Shows,No,Computer,32.01831941,145.004364,47,Drama,2.713262416,9,Male,20,No,Yes
105,19.42900042,2040.045044,Standard,Electronic check,Yes,Both,No,Computer,13.61845864,100.5302096,46,Action,3.169237859,6,Female,22,Yes,No
105,13.97351128,1467.218685,Standard,Bank transfer,Yes,Movies,Yes,Tablet,27.14460121,128.8879583,2,Sci-Fi,3.028084768,6,Male,4,No,No
103,10.85093431,1117.646234,Standard,Electronic check,No,Both,No,Mobile,24.86295117,90.37229379,1,Drama,4.408751106,2,Male,5,No,No
51,18.79298916,958.4424472,Premium,Electronic check,No,Both,Yes,Tablet,5.532144718,165.6452052,12,Comedy,4.530853147,7,Female,4,No,No
43,5.083976453,218.6109875,Premium,Mailed check,No,TV Shows,No,Computer,19.67427995,13.16768015,9,Sci-Fi,4.888146092,9,Female,20,Yes,No
